rn_path,name,type,status,note,reviewer,reviewed_at
wagerproof-mobile/components/CFBPredictionCard.tsx,CFBPredictionCard,component,candidate,B04 ported,,
wagerproof-mobile/components/cfb/LineMovementSection.tsx,CFBLineMovementSection,component,candidate,B04 ported as placeholder; chart data #033,,
wagerproof-mobile/components/cfb/PublicBettingBars.tsx,CFBPublicBettingBars,component,candidate,B04 ported,,
wagerproof-mobile/components/GameCardShimmer.tsx,GameCardShimmer,component,candidate,B04 ported,,
wagerproof-mobile/components/SportFilter.tsx,SportPickerBar,component,candidate,B04 ported as SportPickerBar,,
wagerproof-mobile/components/SportsbookButtons.tsx,SportsbookButtons,component,candidate,B04 ported,,
wagerproof-mobile/components/WeatherDisplay.tsx,WeatherDisplay,component,candidate,B04 ported,,
wagerproof-mobile/components/BettingSplitsCard.tsx,BettingSplitsCard,component,candidate,B04 ported,,
wagerproof-mobile/components/H2HModal.tsx,H2HModal,sheet,candidate,B04 ported shell; historical data #032,,
wagerproof-mobile/components/LineMovementModal.tsx,LineMovementModal,sheet,candidate,B04 ported shell; chart data #033,,
wagerproof-mobile/components/PolymarketWidget.tsx,PolymarketWidget,component,candidate,B04 ported; live API fallback #035,,
wagerproof-mobile/contexts/NFLGameSheetContext.tsx,NFLGameSheetStore,store,candidate,B04 ported,,
wagerproof-mobile/contexts/CFBGameSheetContext.tsx,CFBGameSheetStore,store,candidate,B04 ported,,
wagerproof-mobile/services/polymarketService.ts,PolymarketService,service,candidate,B04 ported as actor; cache-only (#035),,
wagerproof-mobile/types/nfl.ts,NFLPrediction,type,candidate,B04 ported to WagerproofModels/NFLPrediction.swift,,
wagerproof-mobile/types/cfb.ts,CFBPrediction,type,candidate,B04 ported to WagerproofModels/CFBPrediction.swift,,
wagerproof-mobile/contexts/LearnWagerProofContext.tsx,LearnWagerProofContext,store,candidate,B21 ported to WagerproofStores/LearnWagerProofStore.swift; fidelity table at docs/wagerproof-migration/fidelity/b21-learnmore.md,,
wagerproof-mobile/components/learn-wagerproof/LearnWagerProofBottomSheet.tsx,LearnWagerProofBottomSheet,sheet,candidate,B21 ported to Features/LearnMore/Sheets/LearnWagerProofBottomSheet.swift,,
wagerproof-mobile/components/learn-wagerproof/LearnSlide.tsx,LearnSlide,component,candidate,B21 ported to Features/LearnMore/Components/LearnSlide.swift,,
wagerproof-mobile/components/learn-wagerproof/SlideProgressIndicator.tsx,SlideProgressIndicator,component,candidate,B21 ported to Features/LearnMore/Components/SlideProgressIndicator.swift,,
wagerproof-mobile/components/learn-wagerproof/slides/Slide1_Create247Agent.tsx,Slide1_Create247Agent,component,candidate,B21 ported to Features/LearnMore/Components/Slide1_Create247Agent.swift; waiver #063 (Lottie),,
wagerproof-mobile/components/learn-wagerproof/slides/Slide1_GameCards.tsx,Slide1_GameCards,component,candidate,B21 ported to Features/LearnMore/Components/Slide1_GameCards.swift,,
wagerproof-mobile/components/learn-wagerproof/slides/Slide2_GameDetails.tsx,Slide2_GameDetails,component,candidate,B21 ported to Features/LearnMore/Components/Slide2_GameDetails.swift,,
wagerproof-mobile/components/learn-wagerproof/slides/Slide3_WagerBot.tsx,Slide3_WagerBot,component,candidate,B21 ported to Features/LearnMore/Components/Slide3_WagerBot.swift,,
wagerproof-mobile/components/learn-wagerproof/slides/Slide4_EditorPicks.tsx,Slide4_EditorPicks,component,candidate,B21 RN dead code; not exported from slides/index.ts and not referenced in SLIDES — intentionally not ported,,
wagerproof-mobile/components/learn-wagerproof/slides/Slide5_Outliers.tsx,Slide5_Outliers,component,candidate,B21 ported to Features/LearnMore/Components/Slide5_Outliers.swift,,
wagerproof-mobile/components/learn-wagerproof/slides/Slide6_MoreFeatures.tsx,Slide6_MoreFeatures,component,candidate,B21 ported to Features/LearnMore/Components/Slide6_MoreFeatures.swift,,
wagerproof-mobile/components/learn-wagerproof/slides/index.ts,index,component,candidate,B21 barrel-export collapsed; Swift uses module-internal types,,
wagerproof-mobile/components/ComingSoonBanner.tsx,ComingSoonBanner,component,candidate,B21 ported to Features/LearnMore/Components/ComingSoonBanner.swift,,
wagerproof-mobile/app/(drawer)/(tabs)/index.tsx,GamesView,screen,reviewed,B04 reviewer PASS — NBA/NCAAB/MLB placeholders #036/#030/#031,b04-reviewer-2026-05-21,2026-05-21
wagerproof-mobile/components/NFLGameCard.tsx,NFLGameCard,component,reviewed,B04 reviewer PASS,b04-reviewer-2026-05-21,2026-05-21
wagerproof-mobile/components/NFLGameBottomSheet.tsx,NFLGameBottomSheet,sheet,reviewed,B04 reviewer PASS — gaps #032/#033/#034 tracked,b04-reviewer-2026-05-21,2026-05-21
wagerproof-mobile/components/CFBGameCard.tsx,CFBGameCard,component,reviewed,B04 reviewer PASS,b04-reviewer-2026-05-21,2026-05-21
wagerproof-mobile/components/CFBGameBottomSheet.tsx,CFBGameBottomSheet,sheet,reviewed,B04 reviewer PASS — gaps #033/#034 tracked,b04-reviewer-2026-05-21,2026-05-21
wagerproof-mobile/components/CFBPredictionCard.tsx,CFBPredictionCard,component,reviewed,B04 reviewer PASS,b04-reviewer-2026-05-21,2026-05-21
wagerproof-mobile/components/cfb/LineMovementSection.tsx,CFBLineMovementSection,component,reviewed,B04 reviewer PASS — #033,b04-reviewer-2026-05-21,2026-05-21
wagerproof-mobile/components/cfb/PublicBettingBars.tsx,CFBPublicBettingBars,component,reviewed,B04 reviewer PASS,b04-reviewer-2026-05-21,2026-05-21
wagerproof-mobile/components/GameCardShimmer.tsx,GameCardShimmer,component,reviewed,B04 reviewer PASS,b04-reviewer-2026-05-21,2026-05-21
wagerproof-mobile/components/SportFilter.tsx,SportPickerBar,component,reviewed,B04 reviewer PASS,b04-reviewer-2026-05-21,2026-05-21
wagerproof-mobile/components/SportsbookButtons.tsx,SportsbookButtons,component,reviewed,B04 reviewer PASS,b04-reviewer-2026-05-21,2026-05-21
wagerproof-mobile/components/WeatherDisplay.tsx,WeatherDisplay,component,reviewed,B04 reviewer PASS,b04-reviewer-2026-05-21,2026-05-21
wagerproof-mobile/components/BettingSplitsCard.tsx,BettingSplitsCard,component,reviewed,B04 reviewer PASS,b04-reviewer-2026-05-21,2026-05-21
wagerproof-mobile/components/H2HModal.tsx,H2HModal,sheet,reviewed,B04 reviewer PASS — #032 shell,b04-reviewer-2026-05-21,2026-05-21
wagerproof-mobile/components/LineMovementModal.tsx,LineMovementModal,sheet,reviewed,B04 reviewer PASS — #033 shell,b04-reviewer-2026-05-21,2026-05-21
wagerproof-mobile/components/PolymarketWidget.tsx,PolymarketWidget,component,reviewed,B04 reviewer PASS — #035 live fallback,b04-reviewer-2026-05-21,2026-05-21
wagerproof-mobile/contexts/NFLGameSheetContext.tsx,NFLGameSheetStore,store,reviewed,B04 reviewer PASS,b04-reviewer-2026-05-21,2026-05-21
wagerproof-mobile/contexts/CFBGameSheetContext.tsx,CFBGameSheetStore,store,reviewed,B04 reviewer PASS,b04-reviewer-2026-05-21,2026-05-21
wagerproof-mobile/services/polymarketService.ts,PolymarketService,service,reviewed,B04 reviewer PASS — #035 cache-only,b04-reviewer-2026-05-21,2026-05-21
wagerproof-mobile/types/nfl.ts,NFLPrediction,type,reviewed,B04 reviewer PASS,b04-reviewer-2026-05-21,2026-05-21
wagerproof-mobile/types/cfb.ts,CFBPrediction,type,reviewed,B04 reviewer PASS,b04-reviewer-2026-05-21,2026-05-21
wagerproof-mobile/components/NCAABGameCard.tsx,NCAABGameCard,component,candidate,B11 ported (agent interrupted mid-task; build green; fidelity table + parity pending),,
wagerproof-mobile/components/NCAABGameBottomSheet.tsx,NCAABGameBottomSheet,sheet,candidate,B11 ported (agent interrupted; build green),,
wagerproof-mobile/components/NCAABBettingTrendsBottomSheet.tsx,NCAABBettingTrendsBottomSheet,sheet,candidate,B11 ported (agent interrupted; build green),,
wagerproof-mobile/contexts/NCAABGameSheetContext.tsx,NCAABGameSheetStore,store,candidate,B11 ported to WagerproofStores/NCAABGameSheetStore.swift,,
wagerproof-mobile/contexts/NCAABBettingTrendsSheetContext.tsx,NCAABBettingTrendsSheetStore,store,candidate,B11 ported to WagerproofStores/NCAABBettingTrendsStore.swift,,
wagerproof-mobile/hooks/useNCAABBettingTrends.ts,useNCAABBettingTrends,hook,candidate,B11 folded into NCAABBettingTrendsStore,,
wagerproof-mobile/hooks/useNCAABModelAccuracy.ts,useNCAABModelAccuracy,hook,candidate,B11 folded into NCAABModelAccuracyStore,,
wagerproof-mobile/hooks/useNCAABTeamMapping.ts,useNCAABTeamMapping,hook,candidate,B11 folded into NCAABTeamMappingStore,,
wagerproof-mobile/types/ncaab.ts,NCAABGame,type,candidate,B11 ported to WagerproofModels/NCAABGame.swift,,
wagerproof-mobile/components/MLBGameCard.tsx,MLBGameCard,component,candidate,B12 ported to Features/MLB/Components/MLBGameCard.swift,,
wagerproof-mobile/components/MLBGameBottomSheet.tsx,MLBGameBottomSheet,sheet,candidate,B12 ported to Features/MLB/Sheets/MLBGameBottomSheet.swift,,
wagerproof-mobile/components/MLBBettingTrendsBottomSheet.tsx,MLBBettingTrendsBottomSheet,sheet,candidate,B12 ported to Features/MLB/Sheets/MLBBettingTrendsBottomSheet.swift,,
wagerproof-mobile/components/mlb/MLBTrendsSituationSection.tsx,MLBTrendsSituationSection,component,candidate,B12 ported to Features/MLB/Components/MLBTrendsSituationSection.swift,,
wagerproof-mobile/components/mlb/MLBRegressionPicksSection.tsx,MLBRegressionPicksSection,component,candidate,B12 ported to Features/MLB/Components/MLBRegressionPicksSection.swift,,
wagerproof-mobile/app/(drawer)/(tabs)/mlb-regression-report.tsx,mlb-regression-report,screen,candidate,B12 ported to Features/Analytics/MlbRegressionReportView.swift; waiver #110 for sticky headers / tabs / markdown / paywall,,
wagerproof-mobile/types/mlb.ts,mlb (types),type,candidate,B12 ported to WagerproofModels/MLBGame.swift + MLBTeam.swift,,
wagerproof-mobile/constants/mlbTeams.ts,mlbTeams,constant,candidate,B12 ported to WagerproofModels/MLBTeam.swift MLBTeams enum,,
wagerproof-mobile/app/(drawer)/(tabs)/agents/index.tsx,agents (landing),screen,candidate,B13 ported to Features/Agents/AgentsView.swift; placeholders for B14/B15/B16 routes (tickets #070-#073),,
wagerproof-mobile/app/(drawer)/(tabs)/agents/_layout.tsx,agents (layout),layout,candidate,B13 ported into NavigationStack inside AgentsView.swift,,
wagerproof-mobile/components/agents/AgentCard.tsx,AgentCard,component,candidate,B13 ported to Features/Agents/Components/AgentCard.swift,,
wagerproof-mobile/components/agents/AgentIdCard.tsx,AgentIdCard,component,candidate,B13 ported to Features/Agents/Components/AgentIdCard.swift,,
wagerproof-mobile/components/agents/AgentLeaderboard.tsx,AgentLeaderboard,component,candidate,B13 ported to Features/Agents/Components/AgentLeaderboard.swift,,
wagerproof-mobile/components/agents/AgentOverlapFooter.tsx,AgentOverlapFooter,component,candidate,B13 ported to Features/Agents/Components/AgentOverlapFooter.swift,,
wagerproof-mobile/components/agents/GlowAccentBar.tsx,GlowAccentBar,component,candidate,B13 ported (static gradient — animated glow waivered as #071),,
wagerproof-mobile/components/agents/GlowingCardWrapper.tsx,GlowingCardWrapper,component,candidate,B13 ported (static gradient halo — animated glow waivered as #071),,
wagerproof-mobile/hooks/useAgents.ts,useAgents,hook,candidate,B13 ported to WagerproofStores/AgentsStore.swift,,
wagerproof-mobile/hooks/useFollowedAgents.ts,useFollowedAgents,hook,candidate,B13 ported to WagerproofStores/FollowedAgentsStore.swift,,
wagerproof-mobile/hooks/useLeaderboard.ts,useLeaderboard,hook,candidate,B13 ported to WagerproofStores/LeaderboardStore.swift,,
wagerproof-mobile/hooks/useAgentEntitlements.ts,useAgentEntitlements,hook,candidate,B13 ported to WagerproofStores/AgentEntitlementsStore.swift,,
wagerproof-mobile/services/agentService.ts,agentService,service,candidate,B13 ported to WagerproofServices/AgentService.swift (create/update edge-fn calls deferred to B14/B15),,
wagerproof-mobile/services/agentPicksService.ts,agentPicksService,service,candidate,B13 ported to WagerproofServices/AgentPicksService.swift (read paths; generation lands in B14),,
wagerproof-mobile/services/agentPerformanceService.ts,agentPerformanceService,service,candidate,B13 ported to WagerproofServices/AgentPerformanceService.swift (V2 RPC only; fallback skipped),,
wagerproof-mobile/types/agent.ts,agent (types),type,candidate,B13 ported to WagerproofModels/{Agent,AgentPersonalityParams,AgentPerformance,AgentPick}.swift,,
wagerproof-mobile/components/agents/TopAgentPicksFeed.tsx,TopAgentPicksFeed,component,candidate,B16 ported to Features/Agents/Components/TopAgentPicksFeed.swift; AgentsView wiring deferred to ticket #081,,
wagerproof-mobile/hooks/useTopAgentPicksFeed.ts,useTopAgentPicksFeed,hook,candidate,B16 ported to WagerproofStores/TopAgentPicksFeedStore.swift,,
wagerproof-mobile/hooks/useTopAgentsWidgetSync.ts,useTopAgentsWidgetSync,hook,candidate,B16 ported to WagerproofServices/TopAgentsWidgetService.swift (hash + sync entry point); foreground re-sync wiring deferred to ticket #081,,
wagerproof-mobile/hooks/useWidgetDataSync.ts,useWidgetDataSync,hook,partial,B16 ported the topAgentPicks path only; editor-picks / fade / polymarket transforms still owned by their respective batches,,
wagerproof-mobile/services/topAgentsWidgetService.ts,topAgentsWidgetService,service,candidate,B16 ported to WagerproofServices/TopAgentsWidgetService.swift; widget extension target deferred to ticket #079,,
wagerproof-mobile/modules/widget-data-bridge/src/WidgetDataBridge.ts,widget-data-bridge,module,candidate,B16 reimplemented as Swift facade in TopAgentsWidgetService.swift + WagerproofModels/WidgetDataPayload.swift; native widget binary deferred to ticket #079,,
wagerproof-mobile/app/(drawer)/(tabs)/agents/[id]/index.tsx,agents/[id]/index,screen,candidate,B15 ported to Features/Agents/AgentDetailView.swift,,
wagerproof-mobile/app/(drawer)/(tabs)/agents/[id]/settings.tsx,agents/[id]/settings,screen,candidate,B15 ported to Features/Agents/AgentSettingsView.swift; conditional fields tracked at ticket #080,,
wagerproof-mobile/app/(drawer)/(tabs)/agents/public/[id].tsx,agents/public/[id],screen,candidate,B15 ported to Features/Agents/PublicAgentDetailView.swift,,
wagerproof-mobile/components/agents/AgentChatRoom.tsx,AgentChatRoom,component,candidate,B15 ported to Features/Agents/Components/AgentChatRoom.swift (real user-agent thread replaces RN dummy data),,
wagerproof-mobile/components/agents/AgentHRBottomSheet.tsx,AgentHRBottomSheet,sheet,candidate,B15 ported to Features/Agents/Sheets/AgentHRBottomSheet.swift,,
wagerproof-mobile/components/agents/AgentPerformanceCharts.tsx,AgentPerformanceCharts,component,candidate,B15 ported to Features/Agents/Components/AgentPerformanceCharts.swift using Apple Charts,,
wagerproof-mobile/components/agents/AgentPickCard.tsx,AgentPickCard,component,candidate,B15 ported to Features/Agents/Components/AgentPickCard.swift,,
wagerproof-mobile/components/agents/AgentPickItem.tsx,AgentPickItem,component,candidate,B15 ported to Features/Agents/Components/AgentPickItem.swift; team colors deferred to ticket #008,,
wagerproof-mobile/components/agents/AgentPickPayloadAuditWidget.tsx,AgentPickPayloadAuditWidget,component,candidate,B15 ported to Features/Agents/Components/AgentPickPayloadAuditWidget.swift; real JSONB sourcing tracked at ticket #079,,
wagerproof-mobile/components/agents/AgentPickRationaleWidget.tsx,AgentPickRationaleWidget,component,candidate,B15 ported to Features/Agents/Components/AgentPickRationaleWidget.swift,,
wagerproof-mobile/components/agents/AgentTimeline.tsx,AgentTimeline,component,candidate,B15 ported to Features/Agents/Components/AgentTimeline.swift (synthesized events; server log deferred to ticket #076),,
wagerproof-mobile/components/agents/CompanyDashboardBanner.tsx,CompanyDashboardBanner,component,candidate,B15 ported to Features/Agents/Components/CompanyDashboardBanner.swift,,
wagerproof-mobile/components/agents/PixelEmojiInline.tsx,PixelEmojiInline,component,candidate,B15 ported to Features/Agents/Components/PixelEmojiInline.swift,,
wagerproof-mobile/components/agents/PixelOffice.tsx,PixelOffice,component,candidate,B15 ported to Features/Agents/Components/PixelOffice.swift as SwiftUI placeholder (existing waiver #074),,
wagerproof-mobile/components/agents/PrinterSlipAnimation.tsx,PrinterSlipAnimation,component,candidate,B15 ported to Features/Agents/Components/PrinterSlipAnimation.swift; pixel world-map background dropped,,
wagerproof-mobile/components/agents/ThinkingAnimation.tsx,ThinkingAnimation,component,candidate,B15 ported to Features/Agents/Components/ThinkingAnimation.swift,,
wagerproof-mobile/contexts/AgentPickAuditContext.tsx,AgentPickAuditContext,context,candidate,B15 ported to WagerproofStores/AgentPickAuditStore.swift,,
wagerproof-mobile/services/agentAuthorizedActions.ts,agentAuthorizedActions,service,candidate,B15 ported to WagerproofServices/AgentAuthorizedActionsService.swift,,
wagerproof-mobile/services/agentV2Flags.ts,agentV2Flags,service,candidate,B15 ported to WagerproofStores/AgentV2FlagsStore.swift,,
wagerproof-mobile/services/agentV2DebugSettings.ts,agentV2DebugSettings,service,candidate,B15 ported to WagerproofStores/AgentV2DebugSettingsStore.swift,,
wagerproof-mobile/hooks/useAgentPicks.ts,useAgentPicks,hook,candidate,B15 ported to WagerproofStores/AgentDetailStore.swift (snapshot + history + generation),,
wagerproof-mobile/hooks/useAgentV2Flags.ts,useAgentV2Flags,hook,candidate,B15 ported to WagerproofStores/AgentV2FlagsStore.swift,,
wagerproof-mobile/hooks/useAgentV2DebugSettings.ts,useAgentV2DebugSettings,hook,candidate,B15 ported to WagerproofStores/AgentV2DebugSettingsStore.swift,,
wagerproof-mobile/app/(drawer)/(tabs)/agents/create.tsx,agents-create,screen,candidate,B14 ported to Features/Agents/Creation/AgentCreationView.swift (6-step wizard host),,
wagerproof-mobile/components/agents/creation/Screen1_SportArchetype.tsx,Screen1_SportArchetype,component,candidate,B14 ported to Features/Agents/Creation/Step1SportArchetypeView.swift,,
wagerproof-mobile/components/agents/creation/Screen2_Identity.tsx,Screen2_Identity,component,candidate,B14 ported to Features/Agents/Creation/Step2IdentityView.swift,,
wagerproof-mobile/components/agents/creation/Screen3_Personality.tsx,Screen3_Personality,component,candidate,B14 ported to Features/Agents/Creation/Step3PersonalityView.swift,,
wagerproof-mobile/components/agents/creation/Screen4_DataAndConditions.tsx,Screen4_DataAndConditions,component,candidate,B14 ported to Features/Agents/Creation/Step4DataAndConditionsView.swift,,
wagerproof-mobile/components/agents/creation/Screen5_CustomInsights.tsx,Screen5_CustomInsights,component,candidate,B14 ported to Features/Agents/Creation/Step5CustomInsightsView.swift,,
wagerproof-mobile/components/agents/creation/Screen6_Review.tsx,Screen6_Review,component,candidate,B14 ported to Features/Agents/Creation/Step6ReviewView.swift,,
wagerproof-mobile/components/agents/creation/AgentCreationGenerationIntro.tsx,AgentCreationGenerationIntro,component,candidate,B14 ported to Features/Agents/Creation/AgentCreationGenerationIntroView.swift (Lottie planets waivered as #080),,
wagerproof-mobile/components/agents/creation/AgentBornCreationCelebration.tsx,AgentBornCreationCelebration,component,candidate,B14 ported to Features/Agents/Creation/AgentBornCelebrationView.swift (Lottie wave/confetti waivered as #081),,
wagerproof-mobile/components/agents/creation/index.ts,agents/creation index,export,candidate,B14 ported — Swift files have no index barrel; modules import directly,,
wagerproof-mobile/components/agents/inputs/ArchetypeCard.tsx,ArchetypeCard,component,candidate,B14 ported to Features/Agents/Creation/Inputs/ArchetypeCard.swift,,
wagerproof-mobile/components/agents/inputs/OddsInput.tsx,OddsInput,component,candidate,B14 ported to Features/Agents/Creation/Inputs/OddsInput.swift,,
wagerproof-mobile/components/agents/inputs/SliderInput.tsx,SliderInput,component,candidate,B14 ported to Features/Agents/Creation/Inputs/SliderInput.swift,,
wagerproof-mobile/components/agents/inputs/SwipeableEmojiPicker.tsx,SwipeableEmojiPicker,component,candidate,B14 ported to Features/Agents/Creation/Inputs/SwipeableEmojiPicker.swift,,
wagerproof-mobile/components/agents/inputs/TimePickerModal.tsx,TimePickerModal,component,candidate,B14 ported to Features/Agents/Creation/Inputs/TimePickerModal.swift (5-min snap waivered as #079),,
wagerproof-mobile/components/agents/inputs/TimezonePickerModal.tsx,TimezonePickerModal,component,candidate,B14 ported to Features/Agents/Creation/Inputs/TimezonePickerModal.swift,,
wagerproof-mobile/components/agents/inputs/ToggleInput.tsx,ToggleInput,component,candidate,B14 ported to Features/Agents/Creation/Inputs/ToggleInput.swift,,
wagerproof-mobile/hooks/usePresetArchetypes.ts,usePresetArchetypes,hook,candidate,B14 ported to WagerproofServices/PresetArchetypeService.swift + AgentCreationStore cache,,
wagerproof-mobile/app/(drawer)/(tabs)/nba-betting-trends.tsx,nba-betting-trends,screen,candidate,Ported as Features/Outliers/NBABettingTrendsView.swift,,
wagerproof-mobile/app/(drawer)/(tabs)/ncaab-betting-trends.tsx,ncaab-betting-trends,screen,candidate,Ported as Features/Outliers/NCAABBettingTrendsView.swift,,
wagerproof-mobile/app/(drawer)/(tabs)/mlb-betting-trends.tsx,mlb-betting-trends,screen,candidate,Ported as Features/Outliers/MLBBettingTrendsView.swift,,
wagerproof-mobile/app/(drawer)/(tabs)/nba-model-accuracy.tsx,nba-model-accuracy,screen,candidate,Ported as Features/Outliers/NBAModelAccuracyView.swift,,
wagerproof-mobile/app/(drawer)/(tabs)/ncaab-model-accuracy.tsx,ncaab-model-accuracy,screen,candidate,Ported as Features/Outliers/NCAABModelAccuracyView.swift,,
wagerproof-mobile/app/(drawer)/(tabs)/mlb-regression-report.tsx,mlb-regression-report,screen,candidate,Ported as Features/Outliers/MLBRegressionReportView.swift,,
wagerproof-mobile/components/nba/BettingTrendsMatchupCard.tsx,BettingTrendsMatchupCard,component,candidate,Ported as Features/NBA/Components/NBABettingTrendsMatchupCard.swift,,
wagerproof-mobile/components/nba/ModelAccuracyMatchupCard.tsx,ModelAccuracyMatchupCard,component,candidate,Ported as Features/NBA/Components/NBAModelAccuracyMatchupCard.swift,,
wagerproof-mobile/components/ncaab/BettingTrendsMatchupCard.tsx,NCAABBettingTrendsMatchupCard,component,candidate,Ported as Features/NCAAB/Components/NCAABBettingTrendsMatchupCard.swift,,
wagerproof-mobile/components/ncaab/ModelAccuracyMatchupCard.tsx,NCAABModelAccuracyMatchupCard,component,candidate,Ported as Features/NCAAB/Components/NCAABModelAccuracyMatchupCard.swift,,
wagerproof-mobile/components/mlb/MLBBettingTrendsMatchupCard.tsx,MLBBettingTrendsMatchupCard,component,candidate,Ported as Features/MLB/Components/MLBBettingTrendsMatchupCard.swift,,
